titulo,dt_lancamento,genero,pais,n_semanas,publico,renda
Tomie Ohtake,2015-12-10,Documentário,Brasil,6,363,4432
A Terra E A Sombra,2015-12-17,Ficção,"Brasil, Chile, Colômbia, França, Holanda",13,3341,38855.87
Garota Sombria Caminha Pela Noite,2015-12-17,Ficção,"Estados Unidos, Irã",8,1492,22375.56
Hysteria,2015-12-17,Documentário,Brasil,14,675,4701
Labirinto De Mentiras,2015-12-17,Ficção,Alemanha,16,33589,466498.16
Mia Madre,2015-12-17,Ficção,Itália,15,17632,249729.94
Star Wars: Episódio Vii - O Despertar Da Força,2015-12-17,Ficção,Estados Unidos,19,6725851,110610409
A Pequena Morte,2015-12-24,Ficção,Austrália,10,2588,40162.24
Alvin E Os Esquilos: Na Estrada,2015-12-24,Animação,Estados Unidos,22,3415118,38818305.38
As Sufragistas,2015-12-24,Ficção,Reino Unido,16,124013,1903181.73
Até Que A Sorte Nos Separe 3,2015-12-24,Ficção,Brasil,25,3335670,42263286.120000005
Eu Sou Ingrid Bergman,2015-12-24,Documentário,Suécia,21,13511,173504.97
Já Estou Com Saudades,2015-12-24,Ficção,Reino Unido,6,28344,449428.65
Macbeth: Ambição E Guerra,2015-12-24,Ficção,"Estados Unidos, França, Reino Unido",11,51573,872776.72
Victoria,2015-12-24,Ficção,Alemanha,8,3525,46170.479999999996
A Marcha,2015-12-31,Ficção,França,3,539,7358.08
Que Viva Eisenstein! 10 Dias Que Abalaram O México,2015-12-31,Ficção,"Bélgica, Finlândia, França, Holanda, México",19,3981,54067.649999999994
A Segunda Esposa,2016-01-02,Ficção,Áustria,17,10169,121458.05
Diplomacia,2016-01-07,Ficção,"Alemanha, França",23,27201,367869.33
O Bom Dinossauro,2016-01-07,Animação,Estados Unidos,42,3597784,48119960
O Fio De Ariane,2016-01-07,Ficção,França,11,3980,57250.62
Os Oito Odiados,2016-01-07,Ficção,Estados Unidos,14,718811,11371474.64
Spotlight - Segredos Revelados,2016-01-07,Ficção,Estados Unidos,19,424520,7517025.85
Vai Que Dá Certo 2,2016-01-07,Ficção,Brasil,9,923426,12022063.959999999
A Grande Aposta,2016-01-14,Ficção,Estados Unidos,14,512151,8819476
Boi Neon,2016-01-14,Ficção,"Brasil, Holanda, Uruguai",19,34761,410235.72000000003
Carol,2016-01-14,Ficção,"Estados Unidos, Reino Unido",14,143625,2243879.13
Creed: Nascido Para Lutar,2016-01-14,Ficção,Estados Unidos,10,740686,10373583.5
"Snoopy & Charlie Brown - Peanuts, O Filme",2016-01-14,Animação,Estados Unidos,22,2278477,32341778.53
Steve Jobs,2016-01-14,Ficção,Estados Unidos,13,80212,1469551.51
A 5ª Onda,2016-01-21,Ficção,Estados Unidos,13,1729177,23254843.400000002
Body,2016-01-21,Ficção,Polônia,15,3228,47341.8
Cinco Graças,2016-01-21,Ficção,"Alemanha, França, Qatar, Turquia",20,21325,257765.78000000003
Invasores,2016-01-21,Ficção,Brasil,9,475,3953
Irmãs,2016-01-21,Ficção,Estados Unidos,4,14376,204869.56
Joy - O Nome Do Sucesso,2016-01-21,Ficção,Estados Unidos,8,328003,5587064.79
O Novíssimo Testamento,2016-01-21,Ficção,"Bélgica, França, Luxemburgo",19,20275,319446.91
Reza A Lenda,2016-01-21,Ficção,Brasil,11,377670,4979716.42
Sr. Holmes,2016-01-21,Ficção,"Estados Unidos, Reino Unido",12,4000,54530.979999999996
Anomalisa,2016-01-28,Animação,Estados Unidos,15,24173,361878
Caçadores De Emoção - Além Do Limite,2016-01-28,Ficção,Estados Unidos,8,420416,6665204
Os Dez Mandamentos - O Filme,2016-01-28,Ficção,Brasil,37,11305479,116833026.88
Pai Em Dose Dupla,2016-01-28,Ficção,Estados Unidos,9,627732,7970231
Suíte Francesa,2016-01-28,Ficção,"Bélgica, Canadá, França, Reino Unido",17,21603,291479.86
Trumbo: Lista Negra,2016-01-28,Ficção,Estados Unidos,18,41673,704430.15
A Escolha,2016-02-04,Ficção,Estados Unidos,3,69076,986043.53
Epa! Cadê O Noé?,2016-02-04,Animação,"Bélgica, Alemanha, Irlanda, Luxemburgo",15,135141,1541795.04
O Filho De Saul,2016-02-04,Ficção,"Estados Unidos, França, Hungria, Israel",21,53144,777002.23
O Regresso,2016-02-04,Ficção,Estados Unidos,14,2645471,40213897.019999996
Tangerine,2016-02-04,Ficção,Estados Unidos,15,8130,103564.89
Tirando O Atraso,2016-02-04,Ficção,Estados Unidos,3,82757,1102559.1400000001
A Garota Dinamarquesa,2016-02-11,Ficção,"Alemanha, Bélgica, Dinamarca, Estados Unidos, Reino Unido",14,387241,6356572.27
A Ovelha Negra,2016-02-11,Ficção,"Dinamarca, Islândia, Noruega, Polônia",15,8029,118349.08
Brooklin,2016-02-11,Ficção,"Canadá, Irlanda, Reino Unido",9,90581,1477840.51
Deadpool,2016-02-11,Ficção,"Canadá, Estados Unidos",13,6044324,81932430
História Da Minha Morte,2016-02-11,Ficção,"Espanha, França",3,708,6459.16
Um Suburbano Sortudo,2016-02-11,Ficção,Brasil,12,1070434,14245429.85
13 Horas: Os Soldados Secretos De Benghazi,2016-02-18,Ficção,Estados Unidos,4,72230,1097768
A Vizinhança Do Tigre,2016-02-18,Ficção,Brasil,11,1959,16904.19
Anistia,2016-02-18,Ficção,"Albânia, França, Grécia",2,329,3922
Boneco Do Mal,2016-02-18,Ficção,Estados Unidos,8,340932,4376927.33
Horas Decisivas,2016-02-18,Ficção,Estados Unidos,3,93456,1534943
O Abraço Da Serpente,2016-02-18,Ficção,"Argentina, Colômbia, Venezuela",23,28589,381296.53
O Cavalo De Turim,2016-02-18,Ficção,"Alemanha, Estados Unidos, França, Hungria",11,1954,23211.760000000002
O Lobo Do Deserto,2016-02-18,Ficção,"Emirados Árabes Unidos, Jordânia, Qatar, Reino Unido",10,8915,121440.53
O Quarto De Jack,2016-02-18,Ficção,"Canadá, Irlanda",15,266916,4638528.5200000005
Amor Em Sampa,2016-02-25,Ficção,Brasil,6,12975,174081.35
Como Ser Solteira,2016-02-25,Ficção,Estados Unidos,8,176089,2364671
Deuses Do Egito,2016-02-25,Ficção,Estados Unidos,14,1246758,18429739.63
Do Que Vem Antes,2016-02-25,Ficção,Filipinas,2,217,6220
Ela Volta Na Quinta,2016-02-25,Ficção,Brasil,10,1668,18130.71
Orgulho E Preconceito E Zumbis,2016-02-25,Ficção,"Estados Unidos, Reino Unido",4,32433,401525.61000000004
Presságios De Um Crime,2016-02-25,Ficção,Estados Unidos,7,66251,1106994.8599999999
White God,2016-02-25,Ficção,"Alemanha, Hungria, Suécia",11,3007,34092.33
A Bruxa,2016-03-03,Ficção,"Canadá, Estados Unidos",13,690836,9354105.49
Apaixonados - O Filme,2016-03-03,Ficção,Brasil,8,26445,338752.2
Cinquenta Tons De Preto,2016-03-03,Ficção,Estados Unidos,9,813257,11019003.709999999
Fique Comigo,2016-03-03,Ficção,França,18,15493,205475.86
Kung Fu Panda 3,2016-03-03,Animação,"China, Estados Unidos",28,1758109,24720511
Meu Amigo Hindu,2016-03-03,Ficção,Brasil,14,24044,377955.3
Nossa Irmã Mais Nova,2016-03-03,Ficção,Japão,18,11566,187272.44
O Mordomo De Preto,2016-03-03,Ficção,Japão,7,328,3559.04
Um Homem Entre Gigantes,2016-03-03,Ficção,"Austrália, Estados Unidos, Reino Unido",7,67328,1248854.97
Zoolander 2,2016-03-03,Ficção,Estados Unidos,6,34715,451396
A Série Divergente: Convergente,2016-03-10,Ficção,Estados Unidos,11,2016949,26293035.29
Astrágalo,2016-03-10,Ficção,França,8,1303,21648.239999999998
"Boa Noite, Mamãe",2016-03-10,Ficção,Áustria,6,18971,268775.45
É O Amor,2016-03-10,Ficção,França,4,829,11905.51
Glauco Do Brasil,2016-03-10,Documentário,Brasil,7,241,1951
Little Boy - Além Do Impossível,2016-03-10,Ficção,"Estados Unidos, México",2,7427,130685.69
O Gigantesco Imã,2016-03-10,Documentário,Brasil,5,390,2776
O Presidente,2016-03-10,Ficção,"Alemanha, França, Geórgia, Reino Unido",14,3911,54321.82
Tudo Vai Ficar Bem,2016-03-10,Ficção,"Alemanha, Canadá, França, Noruega, Suécia",9,10373,163474.18999999997
A Linguagem Do Coração,2016-03-17,Ficção,França,11,6273,91186.34
Abaixando A Máquina 2 – No Limite Da Linha,2016-03-17,Documentário,Brasil,3,390,2828.49
Cemitério Do Esplendor,2016-03-17,Ficção,"Alemanha, Coréia Do Sul, França, Malásia, México, Reino Unido, Tailândia",13,4195,58529.61
Eu Sou Carlos Imperial,2016-03-17,Documentário,Brasil,9,3187,48018.21
Mundo Cão,2016-03-17,Ficção,Brasil,5,19670,287574.89999999997
Ressurreição,2016-03-17,Ficção,Estados Unidos,10,223068,2985596.83
Zootopia: Essa Cidade É O Bicho,2016-03-17,Animação,Estados Unidos,41,2824852,38586480.56
A Luneta Do Tempo,2016-03-24,Ficção,Brasil,16,7370,80134
Autorretrato De Uma Filha Obediente,2016-03-24,Ficção,Romênia,4,1316,19611.11
Batman Vs Superman: A Origem Da Justiça,2016-03-24,Ficção,Estados Unidos,28,8565462,132443918
Conspiração E Poder,2016-03-24,Ficção,"Austrália, Estados Unidos",12,51475,951610.23
Desajustados,2016-03-24,Ficção,"Dinamarca, Islândia",20,11548,172317.69999999998
No Vermelho,2016-03-24,Documentário,Brasil,2,238,2160
Nos Passos Do Mestre,2016-03-24,Documentário,Brasil,33,26655,350408.88
O Jovem Messias,2016-03-24,Ficção,Estados Unidos,3,41256,544268.6900000001
A Garota De Fogo,2016-03-31,Ficção,"Espanha, França",14,4335,60301.990000000005
A Juventude,2016-03-31,Ficção,"França, Itália, Reino Unido, Suíça",18,60792,941355.5599999999
Casamento Grego 2,2016-03-31,Ficção,Estados Unidos,8,370117,5518431.449999999
Histórias De Alice,2016-03-31,Ficção,"Brasil, Espanha, Portugal",8,392,4791.27
Norm E Os Invencíveis,2016-03-31,Animação,"Estados Unidos, Índia",6,53607,700625.09
Para Minha Amada Morta,2016-03-31,Ficção,Brasil,16,7167,89826.13
Quanto Tempo O Tempo Tem,2016-03-31,Documentário,Brasil,10,5955,82195.08
Visões Do Passado,2016-03-31,Ficção,Austrália,3,37326,553206.7999999999
Voando Alto,2016-03-31,Ficção,"Alemanha, Estados Unidos, Reino Unido",6,24590,381842
Zoom,2016-03-31,Ficção,"Canadá, Brasil",11,14139,205326.88999999998
A Bruta Flor Do Querer,2016-04-07,Ficção,Brasil,8,2929,34047.560000000005
A Senhora Da Van,2016-04-07,Ficção,Reino Unido,15,42967,689168.74
Asterix E O Domínio Dos Deuses,2016-04-07,Animação,"Bélgica, França",9,11967,162426.13
Barbie E As Agentes Secretas,2016-04-07,Animação,Estados Unidos,2,2572,32321
De Onde Eu Te Vejo,2016-04-07,Ficção,Brasil,7,32763,501934
Decisão De Risco,2016-04-07,Ficção,Reino Unido,4,23968,448770.5
Deus Não Está Morto 2,2016-04-07,Ficção,Estados Unidos,9,337380,4179785.44
Invasão A Londres,2016-04-07,Ficção,"Estados Unidos, Reino Unido",7,543034,7997457.109999999
Mais Forte Que Bombas,2016-04-07,Ficção,"Dinamarca, França, Noruega",17,8940,122458.11000000002
Quem Você Quer Ser Nessa História,2016-04-07,Documentário,Brasil,4,319,3761.76
"Rua Cloverfield, 10",2016-04-07,Ficção,Estados Unidos,8,324289,4564201
Yorimatã,2016-04-07,Documentário,Brasil,21,1912,15350.15
A Três Vamos Lá,2016-04-14,Ficção,"Bélgica, França",7,2139,33356.409999999996
"Ave, César!",2016-04-14,Ficção,"Estados Unidos, Reino Unido",10,82829,1548882.3499999999
Mente Criminosa,2016-04-14,Ficção,"Estados Unidos, Reino Unido",4,57543,918464.72
Mogli - O Menino Lobo,2016-04-14,Ficção,Estados Unidos,34,2670279,38358588.31
O Escaravelho Do Diabo,2016-04-14,Ficção,Brasil,12,82634,1024437.54
O Signo Das Tetas,2016-04-14,Ficção,Brasil,7,373,4125.65
Onde O Mar Descansa,2016-04-14,Ficção,Reino Unido,3,1141,16942.56
Sinfonia Da Necrópole,2016-04-14,Ficção,Brasil,13,2288,29250.81
Truman,2016-04-14,Ficção,"Argentina, Espanha",28,142617,2308659.41
Truman,2016-04-14,Ficção,Argentina; Espanha,2,43,580
Amor Por Direito,2016-04-21,Ficção,Estados Unidos,5,18189,314481.91
Em Nome Da Lei,2016-04-21,Ficção,Brasil,10,226978,3196720
Meu Nome É Jacque,2016-04-21,Documentário,Brasil,6,515,4627.77
Milagres Do Paraíso,2016-04-21,Ficção,Estados Unidos,10,189728,2646930.87
Nise - O Coração Da Loucura,2016-04-21,Ficção,Brasil,24,154238,2227284.34
No Mundo Da Lua,2016-04-21,Animação,Espanha,20,157991,2242834
O Caçador E A Rainha Do Gelo,2016-04-21,Ficção,Estados Unidos,14,1646209,24197400.06
O Futebol,2016-04-21,Documentário,"Brasil, Espanha",13,580,7052.5
O Tesouro,2016-04-21,Ficção,"França, Romênia",16,3056,40828.73
Uma História De Loucura,2016-04-21,Ficção,França,9,4341,68506.01000000001
A Frente Fria Que A Chuva Traz,2016-04-28,Ficção,Brasil,5,1695,26153.93
Capitão América: Guerra Civil,2016-04-28,Ficção,Estados Unidos,27,9617668,143337776
"Dois Rémi, Dois",2016-04-28,Ficção,França,8,834,11479.08
Exilados Do Vulcão,2016-04-28,Ficção,Brasil,8,1208,10739.23
Fogo No Mar,2016-04-28,Documentário,"França, Itália",6,5072,77206.47
Geraldinos,2016-04-28,Documentário,Brasil,9,478,6344.4400000000005
O Dono Do Jogo,2016-04-28,Ficção,Estados Unidos,10,37135,746539.5599999999
O Que Eu Fiz Para Merecer Isso?,2016-04-28,Ficção,França,15,10864,155223.03
"Teobaldo Morto, Romeu Exilado",2016-04-28,Ficção,Brasil,16,473,2936
A Assassina,2016-05-05,Ficção,"China, França, Hong Kong, Taiwan",11,14603,218714.56
De Amor E Trevas,2016-05-05,Ficção,"Estados Unidos, Israel",15,22176,339839.73
Henry Kayath: O Homem E Seu Tempo,2016-05-05,Documentário,Brasil,2,18,282.73
Heróis Da Galáxia - Ratchet & Clank,2016-05-05,Animação,Estados Unidos,9,46538,629275.7000000001
Maravilhoso Boccaccio,2016-05-05,Ficção,Itália,9,7659,106222.09
Martyrs,2016-05-05,Ficção,Estados Unidos,3,43560,595362.89
O Começo Da Vida,2016-05-05,Documentário,Brasil,9,35194,234170.91
O Décimo Homem,2016-05-05,Ficção,Argentina,7,13983,223839.26
O Maior Amor Do Mundo,2016-05-05,Ficção,Estados Unidos,6,176083,3032533.45
Os Inimigos Da Dor,2016-05-05,Ficção,"Uruguai, Brasil",7,312,3913
Prova De Coragem,2016-05-05,Ficção,"Brasil, Uruguai",10,12147,167481.2
Ralé,2016-05-05,Ficção,Brasil,18,2189,25006.84
Angry Birds - O Filme,2016-05-12,Animação,"Estados Unidos, Finlândia",23,1833793,24769195.61
Demon,2016-05-12,Ficção,"Israel, Polônia",5,2681,30590.03
Memórias Secretas,2016-05-12,Ficção,"Alemanha, Canadá",17,51769,913788.3
"Nós, Eles E Eu",2016-05-12,Documentário,"Argentina, Israel",5,814,13414.45
O Conto Dos Contos,2016-05-12,Ficção,"França, Itália, Reino Unido",5,11603,210577.76
Um Brinde À Vida,2016-05-12,Ficção,França,16,6738,113043.71
A Vingança Está Na Moda,2016-05-19,Ficção,Austrália,13,33013,572655.51
Amores Urbanos,2016-05-19,Ficção,Brasil,9,7570,123232.92000000001
"Certo Agora, Errado Antes",2016-05-19,Ficção,Coréia Do Sul,14,2876,38320.58
Espaço Além - Marina Abramovic E O Brasil,2016-05-19,Documentário,Brasil,24,20147,318116.34
Os Anarquistas,2016-05-19,Ficção,França,15,14378,213334.32
Pais E Filhas,2016-05-19,Ficção,"Estados Unidos, Itália",5,14542,294795.94
São Paulo Em Hi-Fi,2016-05-19,Documentário,Brasil,22,3526,34655.61
Vizinhos 2,2016-05-19,Ficção,Estados Unidos,6,240232,3130759.15
X-Men - Apocalipse,2016-05-19,Ficção,Estados Unidos,23,4374189,65804203
A Garota Do Livro,2016-05-26,Ficção,Estados Unidos,4,16896,295918.89
A Pintura De Gerhard Richter,2016-05-26,Documentário,Alemanha,7,688,9235.88
Alice Através Do Espelho,2016-05-26,Ficção,Estados Unidos,25,2226154,32042101
Jogo Do Dinheiro,2016-05-26,Ficção,Estados Unidos,9,365439,6466166.970000001
O Botão De Pérola,2016-05-26,Documentário,"Chile, Espanha, França, Suíça",21,4372,49729.5
O Valor De Um Homem,2016-05-26,Ficção,França,19,12929,219245.77000000002
Os Outros,2016-05-26,Documentário,Brasil,8,592,7139.27
Peppa Pig - As Botas De Ouro E Outras Histórias,2016-05-26,Animação,Estados Unidos,6,126292,1529643
Ponto Zero,2016-05-26,Ficção,Brasil,12,8247,115856.26
Roteiro De Casamento,2016-05-26,Ficção,Argentina,4,8992,144960.22999999998
São Sebastião Do Rio De Janeiro - A Formação De Uma Cidade,2016-05-26,Documentário,Brasil,6,5080,44764.810000000005
Uma Noite Em Sampa,2016-05-26,Ficção,Brasil,9,3228,49131.22
Brasil: Dna África,2016-06-02,Documentário,Brasil,2,698,5801.879999999999
Campo Grande,2016-06-02,Ficção,"Brasil, França",13,4854,66952.18000000001
Epidemia De Cores,2016-06-02,Documentário,Brasil,19,1556,16442.33
O Outro Lado Do Paraíso,2016-06-02,Ficção,Brasil,15,7331,94102.19
Paz Para Nós Em Nossos Sonhos,2016-06-02,Ficção,"França, Lituânia, Rússia",3,1013,16512.25
Rock Em Cabul,2016-06-02,Ficção,Estados Unidos,7,4137,67833.70999999999
Tudo Sobre Vincent,2016-06-02,Ficção,França,9,2764,39047
Uma Loucura De Mulher,2016-06-02,Ficção,Brasil,10,103351,1354911.48
Warcraft: O Primeiro Encontro De Dois Mundos,2016-06-02,Ficção,Estados Unidos,9,1386959,20913995.84
A Despedida (2016),2016-06-09,Ficção,Brasil,6,1641,23196.64
A Odisseia De Alice,2016-06-09,Ficção,França,14,4201,59177.42
Casamento De Verdade,2016-06-09,Ficção,Estados Unidos,8,7002,104132.26000000001
Invocação Do Mal 2,2016-06-09,Ficção,Estados Unidos,21,3594398,46907995.5
Os Sonhos De Um Sonhador - A História De Frank Aguiar,2016-06-09,Ficção,Brasil,2,567,6306.56
Truque De Mestre 2,2016-06-09,Ficção,Estados Unidos,5,167,6335.5
Truque De Mestre: O Segundo Ato,2016-06-09,Ficção,Estados Unidos,15,1952009,27057508.26
Vampiro 40º,2016-06-09,Ficção,Brasil,3,204,2919.5
A Academia Das Musas,2016-06-16,Ficção,Espanha,5,3498,48473.03
As Tartarugas Ninja: Fora Das Sombras,2016-06-16,Ficção,Estados Unidos,19,1356462,18872369
Big Jato,2016-06-16,Ficção,Brasil,11,11528,149805.59
Como Eu Era Antes De Você,2016-06-16,Ficção,Estados Unidos,20,4272580,58294309.5
Doce Veneno,2016-06-16,Ficção,"Bélgica, França",12,7165,107314.57
Doonby,2016-06-16,Ficção,"Estados Unidos, Irlanda",6,1912,21342.54
Elvis E Nixon,2016-06-16,Ficção,Estados Unidos,6,6566,109887.64
Mundo Deserto De Almas Negras,2016-06-16,Ficção,Brasil,2,533,8447.55
Na Ventania,2016-06-16,Ficção,Estônia,12,7426,101367.57
Paulina,2016-06-16,Ficção,"Argentina, Brasil",13,15324,209170.77
Tini - Depois De Violetta,2016-06-16,Ficção,"Argentina, Espanha, Itália",5,26421,345626
Trago Comigo,2016-06-16,Ficção,Brasil,11,3023,36371.93
Vida Selvagem,2016-06-16,Ficção,"Bélgica, França",10,2495,40426.74
As Montanhas Se Separam,2016-06-23,Ficção,"China, França, Japão",18,13476,199304.79
Independence Day - O Ressurgimento,2016-06-23,Ficção,Estados Unidos,9,1829856,28268836
Mais Forte Que O Mundo - A História De José Aldo,2016-06-23,Ficção,Brasil,20,565916,7793731.83
Marguerite,2016-06-23,Ficção,"Bélgica, França, República Tcheca",14,34979,481210.02
Nós Ou Nada Em Paris,2016-06-23,Ficção,França,9,9194,129568.78
O Caseiro,2016-06-23,Ficção,Brasil,11,11856,153425.65
Paratodos,2016-06-23,Documentário,Brasil,10,3146,38233.51
Raça (2016),2016-06-23,Ficção,"Alemanha, Canadá",5,3147,48377.22
Visita Ou Memórias E Confissões,2016-06-23,Documentário,Portugal,11,1470,16394.5
A Morte De J.P. Cuenca,2016-06-30,Ficção,Brasil,7,339,3547.1
Estive Em Lisboa E Lembrei De Você,2016-06-30,Ficção,"Portugal, Brasil",14,3834,40132.9
Futuro Junho,2016-06-30,Documentário,"Brasil, Holanda",5,392,3129.49
Incompreendida,2016-06-30,Ficção,"França, Itália",9,5059,80094.95
Porta Dos Fundos - Contrato Vitalício,2016-06-30,Ficção,Brasil,12,454569,6208337.13
Procurando Dory,2016-06-30,Animação,Estados Unidos,32,8189889,113502592
A Era Do Gelo: O Big Bang,2016-07-07,Animação,Estados Unidos,29,5260867,71250061
Florence: Quem É Essa Mulher?,2016-07-07,Ficção,Reino Unido,12,135194,2522861.7
Janis - Little Girl Blue,2016-07-07,Documentário,Estados Unidos,26,25114,343531.33999999997
Julieta,2016-07-07,Ficção,Espanha,19,199485,3219823.07
Menino 23 - Infâncias Perdidas No Brasil,2016-07-07,Documentário,Brasil,19,7102,94626.8
Os Campos Voltarão,2016-07-07,Ficção,Itália,6,1777,18256.1
Travessias,2016-07-07,Ficção,Brasil,28,16132,80640.5
Um Belo Verão,2016-07-07,Ficção,"Bélgica, França",17,5286,63183.86
A Última Premonição,2016-07-14,Ficção,Estados Unidos,6,74108,1006575.52
Agnus Dei,2016-07-14,Ficção,"França, Polônia",21,46692,611177.48
Caça-Fantasmas (2016),2016-07-14,Ficção,Estados Unidos,20,1310986,19794525.14
Carrossel 2 - O Sumiço De Maria Joaquina,2016-07-14,Ficção,Brasil,23,2525347,28590845.61
La Vanité,2016-07-14,Ficção,"França, Suíça",5,5472,76826.79
A Lenda De Tarzan,2016-07-21,Ficção,Estados Unidos,14,2288390,35532600
Chocolate (2016),2016-07-21,Ficção,França,13,39960,645964.2
Dois Caras Legais,2016-07-21,Ficção,Estados Unidos,6,102340,1718088.02
Entre Idas E Vindas,2016-07-21,Ficção,Brasil,7,109698,1535091.72
Life - Um Retrato De James Dean,2016-07-21,Ficção,"Alemanha, Austrália, Canadá, Estados Unidos, Reino Unido",3,4905,76620.29000000001
Mãe Só Há Uma,2016-07-21,Ficção,Brasil,17,33461,434613.08
Um Dia Perfeito,2016-07-21,Ficção,Espanha,12,6888,104866.76999999999
Batman: A Piada Mortal,2016-07-25,Animação,Estados Unidos,1,24934,587213
A Incrível Jornada De Jacqueline,2016-07-28,Ficção,França,7,9801,144598.22
De Longe Te Observo,2016-07-28,Ficção,"México, Venezuela",13,7324,106928.23
Jason Bourne,2016-07-28,Ficção,Estados Unidos,9,648312,10593020.6
Miller & Fried - As Origens Do País Do Futebol,2016-07-28,Documentário,Brasil,3,240,3155.8300000000004
Nahid - Amor E Liberdade,2016-07-28,Ficção,Irã,16,18029,249718.1
O Bom Gigante Amigo,2016-07-28,Ficção,"Canadá, Estados Unidos, Reino Unido",18,640571,9243301
O Diabo Mora Aqui,2016-07-28,Ficção,Brasil,4,1055,18558.64
Os Caça-Noivas,2016-07-28,Ficção,Estados Unidos,9,105985,1512501
A Intrometida,2016-08-04,Ficção,Estados Unidos,11,24682,424774.69
A Loucura Entre Nós,2016-08-04,Documentário,Brasil,22,5190,64350.11
Coração De Cachorro,2016-08-04,Documentário,"Estados Unidos, França",13,1576,21382.010000000002
Esquadrão Suicida,2016-08-04,Ficção,Estados Unidos,33,7830076,118120525.39
Fome,2016-08-04,Ficção,Brasil,10,1193,14813.44
Negócio Das Arábias,2016-08-04,Ficção,"Alemanha, Estados Unidos, França, Reino Unido",8,46916,850907.46
O Monstro De Mil Cabeças,2016-08-04,Ficção,México,4,1058,16165.61
Os Cavaleiros Brancos,2016-08-04,Ficção,"Bélgica, França",7,1688,25787.86
Um Amor À Altura,2016-08-04,Ficção,França,5,6098,92812.93999999999
Vidas Partidas,2016-08-04,Ficção,Brasil,12,5857,79485.81
Xingu Cariri Caruaru Carioca,2016-08-07,Documentário,Brasil,12,583,5888.15
A Conexão Francesa,2016-08-11,Ficção,"Bélgica, França",7,18650,313932.76
A Corte,2016-08-11,Ficção,França,9,6978,99033.32
A Viagem De Meu Pai,2016-08-11,Ficção,França,14,18810,239548.24
Amor & Amizade,2016-08-11,Ficção,"Irlanda, Estados Unidos, Reino Unido",9,31552,526447.06
Brasil S/A,2016-08-11,Ficção,Brasil,7,2432,16899.8
Cantando De Galo,2016-08-11,Animação,México,5,31898,361303.09
Perfeita É A Mãe!,2016-08-11,Ficção,Estados Unidos,4,80781,1202800.17
Um Espião E Meio,2016-08-11,Ficção,Estados Unidos,7,391146,5096081.11
82 Minutos,2016-08-18,Documentário,Brasil,3,159,2642.19
Barbie - Aventura Nas Estrelas,2016-08-18,Animação,Estados Unidos,2,2723,36969
Ben-Hur (2016),2016-08-18,Ficção,Estados Unidos,12,1309875,21343492
Esperando Acordada,2016-08-18,Ficção,França,17,5910,76361.4
Francofonia - Louvre Sob Ocupação,2016-08-18,Documentário,"Alemanha, França, Holanda",15,27789,440559.36
Francofonia - Louvre Sob Ocupação,2016-08-18,Documentário,Alemanha; França; Holanda,1,14,497.21
Funcionário Do Mês,2016-08-18,Ficção,Itália,11,12396,172029.58000000002
Mercuriales,2016-08-18,Ficção,França,5,1361,20419.88
Ponho A Mão No Fogo,2016-08-18,Ficção,Brasil,1,59,320
Quando As Luzes Se Apagam,2016-08-18,Ficção,Estados Unidos,10,823195,10784162
Águas Rasas,2016-08-25,Ficção,Estados Unidos,11,393105,5148335.4399999995
Café Society,2016-08-25,Ficção,Estados Unidos,20,341509,6557976.35
Lolo - O Filho Da Minha Namorada,2016-08-25,Ficção,França,13,17464,245700.85
Nerve - Um Jogo Sem Regras,2016-08-25,Ficção,Estados Unidos,7,397297,5572820.76
Pets - A Vida Secreta Dos Bichos,2016-08-25,Animação,Estados Unidos,22,4418440,62101273.57000001
A Comunidade,2016-09-01,Ficção,"Dinamarca, Holanda, Suécia",13,20134,302216.97
Aquarius,2016-09-01,Ficção,"Brasil, França",34,357024,5272250.55
Aquarius,2016-09-01,Ficção,Brasil; França,1,2,50
Loucas De Alegria,2016-09-01,Ficção,"França, Itália",16,20740,309389.2
O Sono Da Morte,2016-09-01,Ficção,Estados Unidos,5,114620,1507807.07
"Rondon, O Desbravador",2016-09-01,Ficção,Brasil,3,2321,23670.399999999998
Star Trek: Sem Fronteiras,2016-09-01,Ficção,Estados Unidos,11,833246,14500551
Um Namorado Para Minha Mulher,2016-09-01,Ficção,Brasil,13,665999,9028755.59
Cães De Guerra,2016-09-08,Ficção,Estados Unidos,4,55478,1157191
Herança De Sangue,2016-09-08,Ficção,França,6,62435,856037.0700000001
Jaime Lerner - Uma História De Sonhos,2016-09-08,Documentário,Brasil,4,408,5512.25
Nós Duas Descendo A Escada,2016-09-08,Ficção,Brasil,19,1438,18085.440000000002
O Homem Nas Trevas,2016-09-08,Ficção,Estados Unidos,11,770587,10154033.549999999
O Roubo Da Taça,2016-09-08,Ficção,Brasil,8,30209,397360.64
O Touro,2016-09-08,Documentário,Brasil,2,247,2635.08
Últimos Dias No Deserto,2016-09-08,Ficção,Estados Unidos,10,7577,117607.70999999999
Virei Um Gato,2016-09-08,Ficção,"China, França",5,36555,458669.83
Viva A França!,2016-09-08,Ficção,França,7,5963,82829.12
Bruxa De Blair,2016-09-15,Ficção,Estados Unidos,12,804044,10656554.04
Conexão Escobar,2016-09-15,Ficção,Estados Unidos,5,67469,1341692.54
Desculpe O Transtorno,2016-09-15,Ficção,Brasil,8,153234,1935131
Hestórias Da Psicanálise - Leitores De Freud,2016-09-15,Documentário,Brasil,11,10716,161799.88
